filename,test_name,test_id,issue_severity,issue_confidence,issue_text,line_number,line_range,more_info
/Users/jose/Desktop/Homeassistant/scripts/check_config.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,44,[44],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/scripts/macos/__init__.py,start_process_with_a_shell,B605,LOW,HIGH,"Starting a process with a shell: Seems safe, but may be changed in the future, consider rewriting without shell",10,[10],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
/Users/jose/Desktop/Homeassistant/scripts/macos/__init__.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,10,[10],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
/Users/jose/Desktop/Homeassistant/scripts/macos/__init__.py,start_process_with_a_shell,B605,LOW,HIGH,"Starting a process with a shell: Seems safe, but may be changed in the future, consider rewriting without shell",13,[13],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
/Users/jose/Desktop/Homeassistant/scripts/macos/__init__.py,start_process_with_partial_path,B607,LOW,HIGH,Starting a process with a partial executable path,13,[13],https://bandit.readthedocs.io/en/latest/plugins/b607_start_process_with_partial_path.html
/Users/jose/Desktop/Homeassistant/scripts/macos/__init__.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",33,[33],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
/Users/jose/Desktop/Homeassistant/scripts/macos/__init__.py,start_process_with_a_shell,B605,HIGH,HIGH,"Starting a process with a shell, possible injection detected, security issue.",44,[44],https://bandit.readthedocs.io/en/latest/plugins/b605_start_process_with_a_shell.html
/Users/jose/Desktop/Homeassistant/util/dt.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,38,"[38, 39]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/util/package.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with PIPE module.,6,[6],https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
/Users/jose/Desktop/Homeassistant/util/package.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,84,"[84, 85]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/util/package.py,subprocess_without_shell_equals_true,B603,LOW,HIGH,subprocess call - check for execution of untrusted input.,92,[92],https://bandit.readthedocs.io/en/latest/plugins/b603_subprocess_without_shell_equals_true.html
/Users/jose/Desktop/Homeassistant/util/process.py,blacklist,B404,LOW,HIGH,Consider possible security implications associated with subprocess module.,3,"[3, 4, 5]",https://bandit.readthedocs.io/en/latest/blacklists/blacklist_imports.html#b404-import-subprocess
/Users/jose/Desktop/Homeassistant/util/thread.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,58,[58],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/util/timeout.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,214,[214],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/util/timeout.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,318,[318],https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/util/timeout.py,assert_used,B101,LOW,HIGH,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,464,"[464, 465, 466]",https://bandit.readthedocs.io/en/latest/plugins/b101_assert_used.html
/Users/jose/Desktop/Homeassistant/util/yaml/loader.py,yaml_load,B506,MEDIUM,HIGH,Use of unsafe yaml load. Allows instantiation of arbitrary objects. Consider yaml.safe_load().,70,[70],https://bandit.readthedocs.io/en/latest/plugins/b506_yaml_load.html
